source,target
7E5B5342,61943A82
7E5B5342,83549F30
7E5B5342,803810A2
7E5B5342,8066CCF8
7E5B5342,5A049EC6
7E5B5342,7CD4CA07
7E5B5342,802C7745
7E5B5342,61943A82
7E5B5342,5A2997EE
7E5B5342,5A2997EE
7E5B5342,7E4C3A1D
7E5B5342,7B195BC4
7E5B5342,5DCC74E3
7E5B5342,775F5D9B
7E5B5342,7F6B9CDA
7F91C553,NE36237
7F91C553,NE33472
7F91C553,812612A8
7F91C553,NE36239
7F91C553,7877EBA6
7F91C553,NE29862
7F91C553,NE36238
7F91C553,7877EBA6
7F91C553,7FFDEE29
7F91C553,72BB61D8
7F91C553,7D7B33D4
80201697,810E3BB2
80201697,77142A8C
80201697,773D70E3
80201697,59BFB2B8
80201697,7322AF04
80201697,80201697
80201697,7CF01777
80201697,7E34A74C
80201697,6A20F134
80201697,7322AF04
80201697,80C3463B
80201697,7E34A74C
80201697,59B473C8
80201697,7E21A9E1
80201697,77142A8C
80201697,7E0126E9
80201697,7F3E2987
80201697,7CF01777
80201697,80C3463B
80201697,80CE6ED5
80201697,80CE6ED5
80201697,7E0126E9
80201697,773D70E3
80201697,59BFB2B8
80201697,6A20F134
811B3FAA,7F135B5C
811B3FAA,80852A01
811B3FAA,NE29325
811B3FAA,NE36709
811B3FAA,NE36710
811B3FAA,81698A92
811B3FAA,NE36711
811B3FAA,7F94618B
811B3FAA,7F3E3FD2
811B3FAA,78111D66
811B3FAA,NE36713
811B3FAA,5FB8263B
811B3FAA,NE36715
811B3FAA,75CD0F0A
811B3FAA,795234
811B3FAA,7E5AE309
811B3FAA,NE36717
811B3FAA,7DA0B0DD
811B3FAA,NE36719
811B3FAA,81698A92
811B3FAA,NE36720
811B3FAA,7EEDF6A1
811B3FAA,5B95AD21
811B3FAA,7F3E3FD2
811B3FAA,NE36718
811B3FAA,79EF9601
811B3FAA,6848153C
811B3FAA,7F94618B
811B3FAA,795234
811B3FAA,7FA54167
811B3FAA,7922D431
811B3FAA,5F9DCF64
811B3FAA,75CD0F0A
811B3FAA,80852A01
811B3FAA,5FB8263B
811B3FAA,80A313E9
811B3FAA,7E5AE309
811B3FAA,78111D66
811B3FAA,764B0B62
811B3FAA,7F135B5C
811B3FAA,7EA28A4E
811B3FAA,5B95AD21
811B3FAA,7EEDF6A1
811B3FAA,7922D431
811B3FAA,7FA54167
7F3DD913,NE36438
7F3DD913,05E0DB08
7F3DD913,5EC10604
7F3DD913,05E0DB08
7F3DD913,69054BC7
7813E430,59AB35EF
7813E430,NE35651
7813E430,801277CB
7813E430,808C15A7
7813E430,NE34853
7813E430,NE35653
7813E430,NE35655
7813E430,810FA553
7813E430,NE30000
7813E430,NE35656
7813E430,NE35646
7813E430,NE35647
7813E430,5A29F294
7813E430,79BF6A71
7813E430,5CB06AEE
7813E430,NE33326
7813E430,NE9892
7813E430,NE35648
7813E430,NE35649
7813E430,NE35650
7813E430,7CF35381
7813E430,787FC846
7813E430,79BF6A71
7813E430,NE35652
7813E430,808C15A7
7813E430,781D2440
7813E430,59AB35EF
7813E430,5A29F294
7813E430,5AA60635
7813E430,5CA52EB1
800AD48D,7B1BCDE7
800AD48D,80CE459B
800AD48D,80CE459B
800AD48D,7E61DD99
816DDE24,7F3C153A
816DDE24,NE29848
816DDE24,NE36670
816DDE24,7ED36189
816DDE24,NE35077
816DDE24,5E3B4C41
816DDE24,7F060E0E
816DDE24,8171C731
816DDE24,8030FAB5
816DDE24,NE36671
816DDE24,800CCB14
816DDE24,815A72C2
816DDE24,7E753C6F
816DDE24,5E3B4C41
816DDE24,7CF6C7AA
816DDE24,8030FAB5
816DDE24,8171C731
816DDE24,5A70E6C8
7E6946AB,NE32903
7E6946AB,NE36653
7E6946AB,7B0C0067
7E6946AB,6EC527AD
7E6946AB,7F20B9F1
7E6946AB,5DB4A67B
7E6946AB,7E87B1D0
7E6946AB,6246130B
7E6946AB,NE36651
7E6946AB,816220DD
7E6946AB,NE36648
7E6946AB,7F1BAE22
7E6946AB,7D9B8302
7E6946AB,7F17777E
7E6946AB,80A415C1
7E6946AB,7755C861
7E6946AB,80446F84
7E6946AB,5DB4A67B
7E6946AB,816220DD
7E6946AB,73D61A7D
7E6946AB,73D61A7D
7E6946AB,7F1B8659
7E6946AB,7FA85B69
7E6946AB,774C12D8
7E6946AB,7F0700E3
7E6946AB,84E9D009
7E6946AB,NE32536
7E6946AB,7A62AEEA
7E6946AB,7E6946AB
7E6946AB,NE35474
7E6946AB,NE31584
7E6946AB,NE36652
7E6946AB,7A62AEEA
7E6946AB,7F1BAE22
7E6946AB,7F9307E1
7E6946AB,84E9D009
7E6946AB,6246130B
7E6946AB,6EC527AD
7E6946AB,7D9B8302
7E6946AB,7E87B1D0
7E6946AB,7F20B9F1
7E6946AB,7B0C0067
7E6946AB,7FA85B69
7E6946AB,591DBD9B
7EB2718B,5C93DAE8
7EB2718B,7EB2718B
7EB2718B,7E85C18C
7EB2718B,739CB575
7EB2718B,739CB575
7EB2718B,7D2DF297
7EB2718B,7ED7536B
7EB2718B,NE15420
7EB2718B,589D9B25
7EB2718B,NE35461
7EB2718B,5F7318C3
7EB2718B,7925D2AA
7EB2718B,5C93DAE8
7EB2718B,589D9B25
7EB2718B,5A3058D1
7EB2718B,7D2DF297
7FDB244F,NE36405
7FDB244F,6112F834
7FDB244F,7E2348DA
7FDB244F,7EF82BAC
7FDB244F,7E9C2C61
7FDB244F,7DC796E0
7FDB244F,5F342E56
7FDB244F,80E36E01
7FDB244F,79166DF4
7FDB244F,8140EFEA
7FDB244F,7EDF05AB
7FDB244F,04D32102
7FDB244F,7F6838FE
7FDB244F,7FE87E85
7FDB244F,789EC599
7FDB244F,8140EFEA
7FDB244F,7E180773
7FDB244F,7DC796E0
7FDB244F,7F6838FE
7FDB244F,6112F834
7FDB244F,7EDF05AB
7FDB244F,7EF82BAC
7FDB244F,80E36E01
7FDB244F,7FE87E85
7FDB244F,79166DF4
7FDB244F,7E2348DA
7FDB244F,5AEE431E
7FDB244F,5C814860
7FDB244F,80704F3B
7FDB244F,7A660E83
7FE44940,770CE093
7FE44940,80F97D8A
7FE44940,7FD9D6D0
7FE44940,8047F2A2
7FE44940,7E4C3A1D
7FE44940,774C12D8
7FE44940,5A2997EE
7FE44940,7830AE65
7FE44940,7D9B8302
7FE44940,7FD9D6D0
7FE44940,5EBDCB26
7FE44940,80D6EE01
7FE44940,0C3C2576
7FE44940,5A049EC6
7FE44940,NE33515
7FE44940,5A2997EE
7FE44940,7F9B7411
7FE44940,NE35434
7FE44940,NE35437
7FE44940,NE35436
7FE44940,NE35435
7FE44940,NE35433
7FE44940,8047F2A2
7FE44940,7F77683F
7FE44940,7D7D3A1A
7FE44940,7E4C3A1D
7FE44940,80D6EE01
7FE44940,7F9B7411
7FE44940,7F77683F
7FE44940,5A049EC6
7FE44940,770CE093
7FE44940,7D7D3A1A
7FE44940,8000EC62
8142F734,NE34186
8142F734,NE35804
8142F734,NE18137
8142F734,7A80E88C
8142F734,7EAC7DD0
8142F734,76C1E847
8142F734,NE12522
8142F734,77245C93
8142F734,7A394FA7
8142F734,06739B58
8142F734,7B826F83
8142F734,7D30B7D0
8142F734,80E097BD
8142F734,80CDA8FF
8142F734,802A2755
8142F734,NE10610
8142F734,NE35807
8142F734,7ABF9E83
8142F734,792FCCE9
8142F734,7F2D4EE8
8142F734,78F4C0E8
8142F734,8155F418
8142F734,69985B40
8142F734,7D4144F4
8142F734,78F4C0E8
8142F734,7D2C5D76
8142F734,76C1E847
8142F734,7A80E88C
8142F734,7E8B535A
8142F734,7B826F83
8142F734,7F1921A5
8142F734,7ABF9E83
8142F734,7E8B535A
8142F734,7DCDADB1
8142F734,80CDA8FF
8142F734,8155F418
8142F734,7D2C5D76
8142F734,861DB24C
8142F734,7EAC7DD0
8142F734,759E2F21
8142F734,7F2D4EE8
8142F734,5ED37EF0
8142F734,7C91B3BF
8142F734,79E8AA60
8142F734,77245C93
8142F734,7D4144F4
8142F734,80E097BD
8142F734,69985B40
8142F734,759E2F21
8142F734,7A394FA7
8142F734,7D30B7D0
8142F734,758A51CF
8142F734,756D5BAF
8142F734,814D9119
79DC8285,7E1CF3ED
79DC8285,589E6726
79DC8285,NE35867
79DC8285,02C4CEBE
79DC8285,NE35866
79DC8285,7B96A884
79DC8285,78A9E7CE
79DC8285,7B2FA87D
79DC8285,78AF8BCA
79DC8285,0225AEF9
79DC8285,810E8170
79DC8285,NE35863
79DC8285,5885AF53
79DC8285,76C4CF14
79DC8285,7EB50133
79DC8285,NE35862
79DC8285,7D7E37B8
79DC8285,7EE67F7A
79DC8285,7D0CDD0F
79DC8285,7EB50133
79DC8285,5DE491AF
79DC8285,7BE63DC7
79DC8285,589E6726
79DC8285,78A9E7CE
79DC8285,7F736FCA
79DC8285,7D7E37B8
79DC8285,8172AFE7
79DC8285,6220389E
79DC8285,7E1CF3ED
79DC8285,7EE67F7A
79DC8285,02C4CEBE
79DC8285,7D0CDD0F
79DC8285,7F736FCA
79DC8285,7B2FA87D
79DC8285,78AF8BCA
79DC8285,0225AEF9
79DC8285,76C4CF14
79DC8285,5CF26AD5
79DC8285,5885AF53
7D95B879,7B2D7794
7D95B879,7B72573E
7D95B879,7F4A635E
7D95B879,80CEB55A
7D95B879,7A5B565B
7D95B879,7C43B6E0
7A0F77DF,801E757F
7A0F77DF,8021EC0E
7A0F77DF,80A1315A
7A0F77DF,77AACD63
7A0F77DF,76BD1C8E
7A0F77DF,5C7843E7
7A0F77DF,NE35906
7A0F77DF,82046C9E
7A0F77DF,7FA44585
7A0F77DF,NE35904
7A0F77DF,5CF159E0
7A0F77DF,NE35902
7A0F77DF,812EE227
7CCA933E,NE36343
7CCA933E,NE36349
7CCA933E,NE36345
7CCA933E,NE36344
7CCA933E,7EC26D1A
7CCA933E,819EE063
7CCA933E,NE36342
7CCA933E,NE36341
7CCA933E,NE36350
7CCA933E,80E8B26D
7CCA933E,NE36347
7CCA933E,NE36346
7CCA933E,NE34999
7CCA933E,NE36352
7CCA933E,NE36353
7CCA933E,NE36348
7EEE9C1C,NE36785
7EEE9C1C,NE36786
7EEE9C1C,NE36787
7EEE9C1C,NE36788
7EEE9C1C,NE36789
7EEE9C1C,NE36791
7EEE9C1C,NE36792
7EEE9C1C,NE36793
7EEE9C1C,NE36794
7EEE9C1C,NE36795
7EEE9C1C,NE36796
7EEE9C1C,7F824097
7EEE9C1C,NE36797
7EEE9C1C,7F4C48A3
7EEE9C1C,NE36300
7EEE9C1C,761527AF
7EEE9C1C,7.66E+06
7EEE9C1C,810FA553
7DB3DFD6,7D425128
7DB3DFD6,8047D726
7DB3DFD6,7F7AFD0C
7DB3DFD6,78427B4F
7DB3DFD6,75427D69
7DB3DFD6,5CBFD910
7DB3DFD6,7FADECE9
7DB3DFD6,7CC7F9AF
7DB3DFD6,7B26F910
7DB3DFD6,NE35441
7DB3DFD6,80BBD719
7DB3DFD6,77BD5570
7DB3DFD6,NE35447
7DB3DFD6,04A2985C
7DB3DFD6,NE35449
7DB3DFD6,NE35450
7DB3DFD6,7D425128
7DB3DFD6,75427D69
7DB3DFD6,80BBD719
7DB3DFD6,7DD29B86
7DB3DFD6,04A2985C
7DB3DFD6,7CC7F9AF
7DB3DFD6,5CBFD910
7DB3DFD6,NE35438
7DB3DFD6,8047D726
7DB3DFD6,78427B4F
7DB3DFD6,77BD5570
7DB3DFD6,813703DC
7DB3DFD6,7F7AFD0C
7DB3DFD6,5F3C0A4E
7DB3DFD6,5EE62852
7DB3DFD6,7D551B5C
7DB3DFD6,6B861FBA
7DB3DFD6,7FADECE9
8105BD04,8105BD04
8105BD04,776D19DD
8105BD04,NE36487
8105BD04,7CDC37B9
8105BD04,03BFE335
8105BD04,NE36492
8105BD04,7F5ADCE1
8105BD04,NE36491
8105BD04,81515F1C
8105BD04,77AF1C54
8105BD04,NE34784
8105BD04,7937126E
8105BD04,81A8944F
8105BD04,6D6FAC5B
8105BD04,7BBA9C46
8105BD04,79B2F018
8105BD04,8329AA16
8105BD04,76C6A855
8105BD04,80A415C1
8105BD04,NE36484
8105BD04,8329AA16
8105BD04,79B2F018
8105BD04,58F4D816
8105BD04,7BBA9C46
8105BD04,03BFE335
8105BD04,5D8B3375
8105BD04,7CDC37B9
8105BD04,6D6FAC5B
8105BD04,81515F1C
8105BD04,776D19DD
8105BD04,8115911F
8105BD04,5F22F9EB
8105BD04,7D4EF481
8105BD04,NE12867
8105BD04,7D833147
8105BD04,7F5ADCE1
8105BD04,76C6A855
8105BD04,5BBC9FB5
8105BD04,7A9D49C8
8105BD04,7937126E
8105BD04,77AF1C54
8105BD04,7F9307E1
7FD7A706,NE34784
7FD7A706,NE36174
7FD7A706,7EFF0829
7FD7A706,6FB77951
7FD7A706,7B4D0179
7FD7A706,NE35132
7FD7A706,NE36176
7FD7A706,NE36177
7FD7A706,7F771D33
7FD7A706,5C387EF2
7FD7A706,7B0010C0
7FD7A706,NE34985
7FD7A706,7B0010C0
7FD7A706,7B4D0179
7FD7A706,7E94E097
7FD7A706,7F771D33
7FD7A706,7FD7A706
7FD7A706,7EFF0829
7FD7A706,6FB77951
7FD7A706,6AC973AA
7FD7A706,7EA6AA35
7FD7A706,7DE21181
7FD7A706,80D4EAC8
7FD7A706,7F140743
7FD7A706,5C387EF2
7FD7A706,80A02943
7F622553,NE36192
7F622553,7DA7D466
7F622553,8162A692
7F622553,61DB1C4D
7F622553,7EC6FAF0
7F622553,7F59D517
7F622553,80E4D928
7F622553,7F59D517
7F622553,NE9436
7F622553,7BFD0F7F
7F622553,5C5C2AFF
7F622553,8162A692
7F622553,80E4D928
7F622553,NE36191
7F622553,7E437383
80895E4C,7D8AC0FC
80895E4C,NE35762
80895E4C,7E5F52B3
80895E4C,832589BA
80895E4C,77081C38
80895E4C,NE35760
80895E4C,NE35589
80895E4C,7D2C2F39
80895E4C,NE35759
80895E4C,66E35230
80895E4C,59F88B20
80895E4C,NE35756
80895E4C,80EDA9F6
80895E4C,NE31035
80895E4C,NE34999
80895E4C,NE34882
80895E4C,NE35768
80895E4C,80895E4C
80895E4C,NE35763
80895E4C,78CC1B6A
80895E4C,7DE41BD2
80895E4C,NE35764
80895E4C,NE31024
80895E4C,78CC1B6A
80895E4C,NE35765
80895E4C,5BA37B0C
80895E4C,NE35766
80895E4C,7F2D6669
80895E4C,70E4FA3F
80895E4C,5934DD6B
80895E4C,7F74BA66
80895E4C,804965C6
80895E4C,7E5F52B3
80895E4C,NE35758
80895E4C,7FC1DC3C
80895E4C,76660527
80895E4C,7E44A621
80895E4C,7DE41BD2
80895E4C,7D2C2F39
80895E4C,77081C38
80895E4C,80A13A1D
80895E4C,59F88B20
80895E4C,80EDA9F6
80895E4C,6326E611
80895E4C,805FA604
80895E4C,66E35230
80895E4C,78EAAD52
80895E4C,7F6288A7
80895E4C,70E4FA3F
80895E4C,7C466366
80895E4C,698F3509
80895E4C,832589BA
76C36897,NE35926
76C36897,NE35077
76C36897,7848159F
76C36897,5FC8DB22
76C36897,NE35923
76C36897,59C0F314
76C36897,815A72C2
76C36897,7848159F
76C36897,7CF6C7AA
7F1E1A41,7A062CA6
7F1E1A41,NE16421
7F1E1A41,NE36095
7F1E1A41,NE36094
7F1E1A41,NE36086
7F1E1A41,NE36091
7F1E1A41,NE36093
7F1E1A41,7518BB48
7F1E1A41,NE36087
7F1E1A41,5F4D2071
7F1E1A41,NE36089
7F1E1A41,8066C4F3
7F1E1A41,NE36082
7F1E1A41,NE36083
7F1E1A41,02CF5AC1
7F1E1A41,NE36079
7F1E1A41,8627E1AD
7F1E1A41,7BB72241
7F1E1A41,7FA16268
7F1E1A41,NE36081
7F1E1A41,094D4444
7F1E1A41,NE36078
7F1E1A41,7518BB48
7F1E1A41,7806FCD7
7F1E1A41,7A062CA6
7F1E1A41,7BB72241
7F1E1A41,78E8B79F
7F1E1A41,5A60CCEF
7F1E1A41,8066C4F3
7F1E1A41,813FCDC0
7D7023C1,7784BFFB
7D7023C1,NE35548
7D7023C1,NE35549
7D7023C1,NE35550
7D7023C1,NE35551
7D7023C1,NE35552
7D7023C1,NE35553
7D7023C1,NE35544
7D7023C1,NE35545
7D7023C1,80D551D3
7D7023C1,NE11020
7D7023C1,NE35546
7D7023C1,5AF11159
7D7023C1,7882FE16
7D7023C1,NE35555
7D7023C1,767BBA0A
7D7023C1,80EBF1E7
7D7023C1,7784BFFB
7D7023C1,NE35556
7D7023C1,7882FE16
7D7023C1,80E2C3B3
7D7023C1,0631B95E
7D7023C1,5AF11159
7D7023C1,8097CC2D
7D7023C1,5AD2BC9B
7D7023C1,590EA523
7D7023C1,80D551D3
7D7023C1,7D9FDA4F
7D7023C1,7F82C60C
7D7023C1,8097CC2D
7D7023C1,76BBDCEC
7FB3A403,NE36728
7FB3A403,772C7857
7FB3A403,04E6E67D
7FB3A403,5EF56B04
7FB3A403,NE9471
7FB3A403,NE36740
7FB3A403,7967A702
7FB3A403,7F34FE50
7FB3A403,NE36737
7FB3A403,6B51F81B
7FB3A403,7C69865A
7FB3A403,5D68911B
7FB3A403,7F2002D7
7FB3A403,77B16BD1
7FB3A403,0524ED60
7FB3A403,7BBA9C46
7FB3A403,7FE3676F
7FB3A403,5B23A7EC
7FB3A403,81342976
7FB3A403,5EF56B04
7FB3A403,5B23A7EC
7FB3A403,772C7857
7FB3A403,NE12867
7FB3A403,7C69865A
7FB3A403,79E51E47
7FB3A403,8115911F
7FB3A403,04E6E67D
7FB3A403,7BBA9C46
7FB3A403,5D68911B
7FB3A403,7E822337
7FB3A403,7E822337
7FB3A403,5B46CA94
7FB3A403,5C94A097
7FB3A403,75DC78B6
7FB3A403,7967A702
7FB3A403,7F34FE50
7FB3A403,77B16BD1
7FB3A403,6CCC816C
7FB3A403,5CE89AB3
7FB3A403,5DC1FF37
7FB3A403,81342976
7FB3A403,015F77B1
7FB3A403,5D8B3375
7FB3A403,5C94A097
7FB3A403,7F2002D7
7FB3A403,7FE3676F
7FB3A403,009EC7F3
7FB3A403,6CCC816C
7FB3A403,8115911F
7FB3A403,75DC78B6
7B0ECB43,7.57E+91
7B0ECB43,NE35736
7B0ECB43,NE35737
7B0ECB43,7EB7B79E
7DA3BBB9,7D2688EB
7DA3BBB9,NE35540
7DA3BBB9,NE35537
7DA3BBB9,7D2688EB
7DA3BBB9,5CCA08FE
7DA3BBB9,01867B4F
7DA3BBB9,75695822
8145DCC8,6CEBF4EE
8145DCC8,7D8C9FD3
8145DCC8,761ED006
8145DCC8,7DDC856C
8145DCC8,5729C12E
8145DCC8,81393458
81760B74,NE36769
81760B74,NE36768
81760B74,NE36767
81760B74,NE36766
81760B74,NE36765
81760B74,NE36764
81760B74,NE36763
81760B74,NE36762
81760B74,NE36761
81760B74,NE36760
81760B74,NE36759
81760B74,NE34442
81760B74,NE34441
81760B74,75DC356E
81760B74,NE34446
81760B74,80928227
81760B74,NE34450
81760B74,5F8FDCC4
81760B74,NE34462
81760B74,7A39FFC7
81760B74,NE34448
81760B74,NE36771
81760B74,NE34458
81760B74,75DC356E
81760B74,NE36770
81760B74,7D6C47A6
81760B74,5B8237E0
81760B74,NE15992
81760B74,5F64DD32
81760B74,80928227
81760B74,85C7E261
81760B74,7DD5818B
81760B74,7D6B6920
7F2D4310,NE36298
7F2D4310,NE36302
7F2D4310,NE36304
7F2D4310,NE36299
7F2D4310,NE36296
7F2D4310,7D121002
7F2D4310,NE36300
7F2D4310,7D65F87B
7F2D4310,05BC84D8
7F2D4310,7D134BC2
7F2D4310,64F27E63
7F2D4310,NE36301
7F2D4310,07BDF7D3
7F2D4310,7BBA9C46
7F2D4310,5A29F294
7F2D4310,7AB98530
7F2D4310,5D6AC1ED
7F2D4310,81342976
79A60B51,7F44EC05
79A60B51,0664F710
79A60B51,7E73C7B0
79A60B51,7EEF17B6
79A60B51,797DB4B6
79A60B51,NE36604
79A60B51,NE36605
79A60B51,79F3CD41
79A60B51,80D76921
79A60B51,790A65EA
79A60B51,5885AF53
79A60B51,80DC8A4D
79A60B51,75A63A77
79A60B51,78AF8BCA
79A60B51,NE36606
79A60B51,07CE1D3C
79A60B51,7D5108A7
79A60B51,NE36607
79A60B51,5CCF828D
79A60B51,7732E462
79A60B51,6E851260
79A60B51,80B71423
79A60B51,78DEC0BD
79A60B51,NE36609
79A60B51,7AE62067
79A60B51,7DDCDA1D
79A60B51,NE13296
79A60B51,7E92FA29
79A60B51,5BC433F3
79A60B51,8129B46F
79A60B51,7E9FEE4E
79A60B51,7D573D8B
79A60B51,795E348A
8124961B,7DA46B9C
8124961B,NE35498
8124961B,08FE31F7
8124961B,7F39938F
8124961B,NE35494
8124961B,8124961B
8124961B,80D1BF19
8124961B,5F6A5C94
8124961B,7ED7F750
8124961B,7ED7F750
8124961B,03CA71E8
8124961B,7DF85657
8124961B,7D49625A
8124961B,80CEB55A
8124961B,80D1BF19
8124961B,7EE48A59
8124961B,08FE31F7
8124961B,5F6A5C94
8124961B,7DA46B9C
7E05924D,NE36247
7E05924D,80CF447B
7E05924D,810139CF
7E05924D,78867C0B
7E05924D,76225471
7E05924D,7FE580B4
7E05924D,7EF6BE8C
7E05924D,811B89EC
7E05924D,76225471
7E05924D,5FBD73B0
7E05924D,811B89EC
7E05924D,7E4E65E6
7E05924D,772F8182
7E05924D,772F8182
7E05924D,7EE48A59
7E05924D,80CF447B
7E05924D,810139CF
7E05924D,78867C0B
7E05924D,5FBD73B0
7E05924D,7EF6BE8C
7E05924D,NE36246
7E05924D,7FE580B4
7F740C36,5B0D49E1
7F740C36,5CB67614
7F740C36,5B0D49E1
7CEFFCE5,NE36185
7CEFFCE5,NE36189
7CEFFCE5,NE30215
7CEFFCE5,NE36186
7CEFFCE5,NE36190
7CEFFCE5,65C16363
7CEFFCE5,7900E63F
7CEFFCE5,65C16363
7CEFFCE5,7E1C2B73
7F58AA6D,7F81CC85
7F58AA6D,7D7E37B8
7F58AA6D,NE14971
7F58AA6D,7B96A884
7F58AA6D,80DC8A4D
7F58AA6D,76C1E847
7F58AA6D,NE36236
7F58AA6D,81A64FE7
7F58AA6D,02C4CEBE
7F58AA6D,7D7E37B8
7F58AA6D,81A64FE7
7F58AA6D,77D9EF5C
7F58AA6D,76C1E847
7F58AA6D,8102FB26
7F58AA6D,7D8DA9FF
7F58AA6D,80DC8A4D
7F58AA6D,07CE1D3C
7F58AA6D,8102FB26
7F58AA6D,02C4CEBE
7F58AA6D,5D4DC460
804A6089,6848153C
804A6089,NE35535
804A6089,7E328E3E
804A6089,NE35532
804A6089,NE35533
804A6089,7E328E3E
804A6089,NE15153
804A6089,7A3A253A
804A6089,6848153C
804A6089,7E2F2C9F
804A6089,7F4AD951
804A6089,01F9275B
81433D69,80A52860
81433D69,7DAD1113
81433D69,7E14828D
81433D69,7EA169BB
81433D69,7A2AED9E
81433D69,7E364B42
81433D69,7E65981A
81433D69,5B114AFC
81433D69,7F5505ED
81433D69,NE35752
81433D69,7E8EF2E4
81433D69,5D894F2C
81433D69,NE35349
81433D69,750D852C
81433D69,5BCFBCEE
81433D69,5E692719
81433D69,7E2DC99F
81433D69,808B98BF
81433D69,8130AA87
81433D69,7E0CAA7A
81433D69,808B98BF
81433D69,NE35754
81433D69,8130AA87
81433D69,7D2702F8
81433D69,7FF57EA3
81433D69,5BCFBCEE
81433D69,8064FD9A
81433D69,7EF9C265
81433D69,7E2DC99F
81433D69,7E14828D
81433D69,7E8EF2E4
81433D69,7F3D9A99
81433D69,NE14982
81433D69,7F5505ED
81433D69,0B6E7E46
81433D69,7D2702F8
81433D69,5E692719
81433D69,7E65981A
81433D69,5D894F2C
81433D69,750D852C
81433D69,8165DD41
81433D69,7E364B42
81433D69,5B114AFC
7EF6536E,5DD10BFE
7EF6536E,7A579E9D
7EF6536E,6A3326C4
7EF6536E,7F809C75
7EF6536E,80EE4E7A
7EF6536E,77BD5570
7EF6536E,0303B60C
7EF6536E,77260DB5
7EF6536E,8022E50F
7EF6536E,5F741039
7EF6536E,808A3D8F
7EF6536E,62365C51
8146F3FC,NE35424
8146F3FC,8021503C
8146F3FC,NE35422
8146F3FC,NE35429
8146F3FC,NE11020
8146F3FC,7A03AD29
8146F3FC,75C3453C
8146F3FC,8057B4EC
8146F3FC,NE35420
8146F3FC,7E6385DF
8146F3FC,7E53B439
8146F3FC,79AFCA3D
8146F3FC,8057B4EC
8146F3FC,79AFCA3D
8146F3FC,8146F3FC
8146F3FC,77DBBFD4
8146F3FC,5F73F8EC
8146F3FC,7AB9B6AB
8146F3FC,7C990713
8146F3FC,751D56E7
8146F3FC,NE35425
8146F3FC,7852670C
8146F3FC,7E6385DF
8146F3FC,8021503C
8146F3FC,7FC27D9E
8146F3FC,7DEF7D77
7DAD03D6,70B40496
7DAD03D6,NE35501
7DAD03D6,7E28FF92
7DAD03D6,5C9D7D62
7DAD03D6,NE35504
7DAD03D6,7EABF697
7DAD03D6,7E879D7D
7DAD03D6,7EABF697
7DAD03D6,7D2A373B
7DAD03D6,5E4DC476
7DAD03D6,7E5BCF74
7DAD03D6,7DB303F1
7DAD03D6,5DF065BF
7DAD03D6,7DB303F1
7DAD03D6,7D2A373B
7DAD03D6,7E28FF92
7DAD03D6,5C9D7D62
7DAD03D6,6E59FA05
7DAD03D6,77561862
7DAD03D6,70B40496
8072BB31,NE36511
8072BB31,NE34798
8072BB31,815A72C2
8072BB31,NE36510
8072BB31,7FE3D880
8072BB31,7BF00D8F
8072BB31,8070FBA6
8072BB31,NE9471
8072BB31,7BF00D8F
7F48D8D1,NE35710
7F48D8D1,NE35711
7F48D8D1,NE35712
7F48D8D1,7ED7536B
7F48D8D1,75F52320
7F48D8D1,5EC39A09
7F48D8D1,769EB29A
7F48D8D1,NE35703
7F48D8D1,82081439
7F48D8D1,7D08F1CA
7F48D8D1,8112F4E7
7F48D8D1,NE35697
7F48D8D1,7549B8C7
7F48D8D1,7F874E7C
7F48D8D1,81465EDF
7F48D8D1,NE34891
7F48D8D1,NE35704
7F48D8D1,85B1B9E4
7F48D8D1,7755429F
7F48D8D1,NE35696
7F48D8D1,NE35695
7F48D8D1,7F1D11A5
7F48D8D1,7D4969FE
7F48D8D1,809E9B81
7F48D8D1,7C4DA6E4
7F48D8D1,7C3212ED
7F48D8D1,7DC569B3
7F48D8D1,78D80151
7F48D8D1,800BB7FC
7F48D8D1,810E3BB2
7F48D8D1,769EB29A
7F48D8D1,7C4DA6E4
7F48D8D1,810E3BB2
7F48D8D1,7DC569B3
7F48D8D1,7EBE2011
7F48D8D1,7EBE2011
7F48D8D1,7FCCC09E
7F48D8D1,7DD3B05D
7FAAF791,NE35451
7FAAF791,NE31028
7FAAF791,7A66E8BB
7FAAF791,7CB52C8A
7FAAF791,7CB52C8A
814D0BE7,7D57EB09
814D0BE7,7A329D6A
814D0BE7,805300CF
814D0BE7,NE36722
814D0BE7,7A359075
814D0BE7,7F59D517
814D0BE7,NE35960
814D0BE7,61DB1C4D
814D0BE7,NE33491
814D0BE7,8041704A
814D0BE7,7F28C708
814D0BE7,7D6BC541
814D0BE7,804990F4
814D0BE7,7D57EB09
814D0BE7,80E4D928
814D0BE7,724ED617
814D0BE7,61DB1C4D
814D0BE7,7D6BC541
814D0BE7,78BDA8C4
814D0BE7,058AF445
814D0BE7,7DC493AA
814D0BE7,8162A692
814D0BE7,7FBD1E9A
814D0BE7,805300CF
814D0BE7,7DC493AA
814D0BE7,8041704A
814D0BE7,7A359075
7D733DF3,79AD8373
7D733DF3,58858554
7D733DF3,NE33382
7D733DF3,5E31A15C
7D733DF3,7B50ED8B
7D733DF3,7FD38E02
7D733DF3,04AE8E37
7D733DF3,NE35776
7D733DF3,05F1D139
7D733DF3,7D498801
7D733DF3,819EE063
